Ticker,Company Name,Weighted Sharpe,Weighted Sortino,1-Year ROC %,Weighted ROC %,Sharpe + ROC Blend,Sortino + ROC Blend,Master Blend,1-Year Max Drawdown %,Last Close,200-Day MA,Trend Check,Alpha (1Y),Beta (1Y),Dist. from 52W High %,Avg Turnover (Cr),14-Day RSI
FIVESTAR,Five-Star Business Finance Limited,1.5,1.79,4.35,22.6,1.88,2.03,1.85,-47.38,551.05,489.16,Pass (Up),19.2,1.25,-16.2,45.25,50.53
FLAIR,Flair Writing Industries Limited,-1.5,-1.42,-27.31,-18.05,-1.65,-1.61,-1.57,-30.2,236.08,289.92,Fail (Down),-23.18,0.8,-30.2,3.65,45.87
FLEXITUFF,Flexituff Ventures International Limited,-8.02,-6.14,-91.79,-74.66,-7.74,-6.8,-7.21,-92.02,2.14,7.96,Fail (Down),-241.8,0.23,-91.79,0.02,32.6
FLFL,Future Lifestyle Fashions Limited,-0.65,-0.66,-25.16,-12.52,-0.95,-0.95,-0.85,-41.05,1.16,1.35,Fail (Down),-18.51,0.16,-38.95,0.0,47.69
FLUOROCHEM,Gujarat Fluorochemicals Limited,2.59,3.47,31.62,39.24,3.26,3.7,3.33,-23.36,4773.2,3726.67,Pass (Up),35.98,0.58,-0.27,85.0,54.57
FMGOETZE,Federal-Mogul Goetze (India) Limited.,1.53,2.11,-2.84,26.12,2.07,2.36,2.09,-36.41,461.0,385.45,Pass (Up),14.44,1.45,-12.88,60.87,49.63
FMNL,Future Market Networks Limited,-0.17,-0.14,-30.56,-2.07,-0.19,-0.18,-0.17,-49.82,9.43,9.24,Pass (Up),-18.89,0.97,-31.62,0.03,46.68
FOCUS,Focus Lighting and Fixtures Limited,-2.59,-2.42,-36.07,-20.95,-2.34,-2.26,-2.37,-39.88,61.84,74.43,Fail (Down),-31.46,0.94,-36.07,0.41,44.83
FOODSIN,Foods & Inns Limited,-0.14,-0.17,-40.0,-9.83,-0.56,-0.58,-0.43,-50.7,55.23,60.15,Fail (Down),-33.17,1.48,-40.59,0.63,44.27
FORCEMOT,FORCE MOTORS LTD,-0.24,-0.28,-1.47,-4.38,-0.34,-0.36,-0.32,-33.68,17705.0,19544.07,Fail (Down),19.11,1.88,-31.12,165.83,49.87
FORTIS,Fortis Healthcare Limited,-0.53,-0.5,-7.99,-1.6,-0.34,-0.33,-0.39,-28.16,887.8,912.41,Fail (Down),-0.79,0.81,-19.05,126.54,48.63
FOSECOIND,Foseco India Limited,1.62,2.19,1.7,18.77,1.75,2.03,1.9,-29.13,6194.5,5035.73,Pass (Up),13.7,0.86,-3.69,4.94,50.26
FSL,Firstsource Solutions Limited,0.18,0.22,-30.75,-3.49,-0.08,-0.06,0.02,-44.42,247.6,267.21,Fail (Down),-18.17,1.36,-32.68,80.43,46.0
FUSION,Fusion Finance Limited,0.72,0.78,6.55,12.16,0.97,1.0,0.9,-32.27,189.72,183.57,Pass (Up),25.52,1.6,-20.0,19.78,50.6
GABRIEL,Gabriel India Limited,1.59,2.08,8.7,34.43,2.52,2.76,2.37,-37.4,1346.4,1100.49,Pass (Up),27.66,1.32,-15.02,73.07,50.85
GAEL,Gujarat Ambuja Exports Limited,1.01,1.27,45.03,22.97,1.66,1.78,1.53,-16.73,163.08,148.12,Pass (Up),48.97,0.76,-10.9,23.26,54.21
GAIL,GAIL (India) Limited,0.48,0.53,0.3,6.62,0.57,0.6,0.56,-24.65,173.62,164.52,Pass (Up),9.83,1.07,-4.03,144.87,50.06
GALAPREC,Gala Precision Engineering Limited,0.84,0.98,23.5,21.79,1.51,1.58,1.33,-19.48,1031.0,880.41,Pass (Up),35.71,0.85,-16.45,6.61,52.34
GALAXYSURF,Galaxy Surfactants Limited,1.19,2.13,-8.98,16.66,1.43,1.9,1.66,-37.69,2187.3,1915.94,Pass (Up),2.13,1.04,-12.8,10.52,48.4
GALLANTT,Gallantt Ispat Limited,-0.68,-0.67,-22.98,-11.54,-0.91,-0.91,-0.83,-43.78,546.4,625.53,Fail (Down),-6.27,1.1,-41.06,7.63,47.61
GANDHAR,Gandhar Oil Refinery (India) Limited,2.97,3.68,89.94,99.04,6.44,6.79,5.52,-32.1,272.7,169.24,Pass (Up),83.48,1.0,-2.56,75.8,57.67
GANDHITUBE,Gandhi Special Tubes Limited,0.97,0.92,-4.22,11.48,1.06,1.03,1.01,-28.51,887.75,820.19,Pass (Up),7.44,0.9,-7.47,0.69,49.39
GANECOS,Ganesha Ecosphere Limited,0.91,1.23,-23.76,14.51,1.18,1.34,1.2,-49.77,1013.3,934.94,Pass (Up),-11.87,0.67,-23.76,17.53,46.69
GANESHBE,Ganesh Benzoplast Limited,1.91,2.44,38.67,47.38,3.33,3.59,3.03,-26.85,131.63,94.21,Pass (Up),49.77,1.11,-1.29,7.45,53.79
GANESHCP,Ganesh Consumer Products Limited,-1.02,-1.28,-41.75,-13.64,-1.19,-1.32,-1.22,-48.67,167.36,191.67,Fail (Down),-43.32,1.12,-43.89,2.72,44.02
GANESHHOU,GANESH HOUSING LIMITED,0.35,0.39,-13.29,5.11,0.43,0.45,0.42,-42.61,763.4,734.63,Pass (Up),-1.08,1.3,-13.29,6.9,47.96
GANGAFORGE,Ganga Forging Limited,-1.37,-1.27,-58.53,-43.59,-2.87,-2.82,-2.33,-60.7,1.58,2.66,Fail (Down),-64.55,1.13,-60.7,0.99,43.39
GANGESSECU,Ganges Securities Limited,-0.71,-0.75,-27.1,-11.35,-0.92,-0.94,-0.87,-35.77,115.11,124.75,Fail (Down),-22.9,0.92,-29.01,0.03,45.2
GARFIBRES,Garware Technical Fibres Limited,1.3,1.69,3.04,19.88,1.64,1.84,1.66,-26.61,795.7,686.33,Pass (Up),14.62,0.83,-5.58,11.55,50.43
GARUDA,Garuda Construction and Engineering Limited,0.56,0.73,-14.46,4.19,0.49,0.58,0.57,-45.22,181.9,178.39,Pass (Up),7.07,1.51,-24.95,21.99,48.6
GATECH,GACM Technologies Limited,1.63,1.83,15.87,44.0,3.01,3.12,2.62,-55.06,0.73,0.56,Pass (Up),40.72,1.27,-33.64,1.75,51.2
GATECHDVR,GACM Technologies Limited,0.37,0.36,-12.73,1.51,0.26,0.26,0.29,-42.19,0.48,0.47,Pass (Up),3.26,1.08,-25.0,0.04,48.5
GATEWAY,Gateway Distriparks Limited,-0.48,-0.44,-11.35,-4.96,-0.49,-0.47,-0.47,-24.01,53.35,55.95,Fail (Down),-1.21,1.19,-14.53,6.69,48.23
GAYAHWS,Gayatri Highways Limited,-1.22,-1.14,-10.28,-19.05,-1.56,-1.52,-1.42,-60.13,1.92,2.32,Fail (Down),7.15,0.64,-57.71,0.05,49.44
GAYAPROJ,Gayatri Projects Limited,2.35,2.44,173.71,77.23,5.04,5.08,4.17,-24.78,26.03,16.85,Pass (Up),111.05,0.18,0.0,1.42,62.69
GCSL,Gretex Corporate Services Limited,2.6,2.66,110.99,63.97,4.5,4.53,3.88,-26.13,600.7,402.9,Pass (Up),92.41,0.37,-2.29,34.23,57.65
GEECEE,GeeCee Ventures Limited,1.37,1.62,-3.89,17.07,1.54,1.66,1.56,-42.24,364.55,320.72,Pass (Up),10.24,1.23,-4.82,0.16,49.43
GEEKAYWIRE,Geekay Wires Limited,1.07,1.32,-24.89,11.76,1.12,1.25,1.19,-49.59,27.83,25.9,Pass (Up),-11.72,1.3,-25.34,0.34,46.57
GEMAROMA,Gem Aromatics Limited,-0.58,-0.58,-45.68,-8.87,-0.73,-0.73,-0.68,-54.54,160.87,170.67,Fail (Down),-43.72,1.15,-45.68,8.86,43.51
GENCON,Generic Engineering Construction and Projects Limited,0.3,0.46,-4.29,-0.95,0.1,0.18,0.22,-37.33,41.01,43.29,Fail (Down),11.65,0.42,-30.1,1.39,49.61
GENESYS,Genesys International Corporation Limited,0.36,0.38,-46.57,-11.06,-0.37,-0.36,-0.12,-70.44,307.81,298.69,Pass (Up),-19.49,1.51,-46.75,33.43,44.9
GENSOL,Gensol Engineering Limited,-2.17,-1.64,-59.04,-32.39,-2.71,-2.44,-2.35,-63.89,17.1,22.55,Fail (Down),-81.48,0.15,-62.84,0.08,38.47
GENUSPAPER,Genus Paper & Boards Limited,-0.0,0.01,-34.1,-5.36,-0.27,-0.26,-0.18,-51.55,12.04,12.44,Fail (Down),-27.46,1.27,-34.32,0.13,44.35
GENUSPOWER,Genus Power Infrastructures Limited,0.55,0.65,-0.88,10.92,0.82,0.87,0.77,-39.37,323.1,296.4,Pass (Up),16.25,1.46,-8.84,115.48,49.9
GEOJITFSL,Geojit Financial Services Limited,1.04,1.09,5.47,15.57,1.3,1.32,1.23,-36.32,78.6,71.07,Pass (Up),18.27,1.22,-6.09,3.03,50.7
GESHIP,The Great Eastern Shipping Company Limited,0.5,0.49,47.67,12.92,0.89,0.89,0.76,-25.06,1412.2,1324.91,Pass (Up),49.43,0.59,-16.99,111.12,54.3
GFLLIMITED,GFL Limited,1.35,1.72,-4.83,16.98,1.52,1.71,1.59,-51.33,58.27,49.67,Pass (Up),9.18,1.16,-24.45,0.48,49.38
GFSTEELS,Grand Foundry Limited,4.25,6.26,115.31,75.54,5.9,6.91,6.02,-0.27,20.95,12.78,Pass (Up),80.66,-0.1,0.0,0.0,99.73
GHCL,GHCL Limited,-0.78,-0.84,-22.71,-10.43,-0.91,-0.94,-0.89,-36.12,421.15,474.05,Fail (Down),-17.26,1.01,-34.12,7.42,46.09
GHCLTEXTIL,GHCL Textiles Limited,2.96,3.55,58.62,62.84,4.62,4.92,4.26,-21.47,130.76,90.94,Pass (Up),61.83,1.27,-6.9,11.23,55.7
GICHSGFIN,GIC Housing Finance Limited,-1.12,-1.0,-18.81,-9.43,-1.03,-0.97,-1.02,-27.02,136.84,151.53,Fail (Down),-13.1,0.91,-21.84,1.82,46.15
GICL,Globe International Carriers Limited,-0.39,-0.28,-80.02,-27.52,-1.57,-1.51,-1.14,-90.2,24.74,35.36,Fail (Down),-82.18,0.2,-85.06,0.53,35.82
GICRE,General Insurance Corporation of India,-0.42,-0.37,-1.96,-0.09,-0.22,-0.19,-0.27,-14.94,349.4,360.08,Fail (Down),4.59,0.72,-11.35,46.49,49.63
GILLANDERS,Gillanders Arbuthnot & Company Limited,1.1,1.34,-16.65,12.83,1.19,1.31,1.24,-39.57,103.58,94.0,Pass (Up),-6.21,0.95,-18.38,0.07,47.6
GILLETTE,Gillette India Limited,-0.88,-0.92,-25.26,-8.71,-0.87,-0.9,-0.89,-28.48,7307.0,7839.59,Fail (Down),-23.51,0.6,-27.37,13.78,44.27
GINNIFILA,Ginni Filaments Limited,0.23,0.26,-3.98,0.39,0.14,0.15,0.18,-29.56,41.0,42.13,Fail (Down),14.04,1.0,-24.98,0.56,49.65
GIPCL,Gujarat Industries Power Company Limited,2.23,3.27,6.08,34.96,2.86,3.38,3.0,-37.14,199.72,152.19,Pass (Up),19.65,1.37,-2.0,11.49,50.9
GKENERGY,GK Energy Limited,-0.34,-0.33,-23.47,-2.76,-0.31,-0.3,-0.31,-61.34,127.85,129.56,Fail (Down),-5.6,1.9,-44.96,9.36,47.83
GKWLIMITED,GKW Limited,-0.97,-0.95,-3.88,-8.02,-0.88,-0.88,-0.91,-23.11,1584.8,1672.15,Fail (Down),5.0,0.85,-14.32,0.14,49.42
GLAND,Gland Pharma Limited,2.98,4.81,49.78,58.27,4.4,5.32,4.54,-21.06,2922.3,2064.68,Pass (Up),49.95,0.56,-3.43,196.75,56.78
GLAXO,GlaxoSmithKline Pharmaceuticals Limited,2.18,2.61,1.28,19.5,2.07,2.28,2.25,-24.69,2828.4,2448.62,Pass (Up),6.7,0.42,-8.95,33.13,50.25
GLENMARK,Glenmark Pharmaceuticals Limited,1.43,1.52,14.09,14.66,1.45,1.49,1.47,-14.9,2419.2,2174.75,Pass (Up),22.05,0.85,-3.71,121.01,52.28
GLFL,Gujarat Lease Financing Limited,-0.29,-0.28,-11.97,-9.25,-0.61,-0.6,-0.5,-56.74,5.22,5.78,Fail (Down),2.18,0.46,-41.35,0.0,48.99
GLOBAL,Global Education Limited,1.9,2.38,98.84,35.31,2.71,2.96,2.6,-20.34,126.91,98.76,Pass (Up),85.32,0.94,0.0,1.06,56.44
GLOBALE,Globale Tessile Limited,0.01,0.03,-18.48,-3.19,-0.15,-0.15,-0.09,-28.41,11.38,11.82,Fail (Down),-7.47,0.79,-19.86,0.01,47.84
GLOBALVECT,Global Vectra Helicorp Limited,-1.3,-1.63,-36.88,-23.37,-1.82,-1.99,-1.76,-45.64,132.17,170.72,Fail (Down),-27.98,1.39,-45.64,0.21,45.55
GLOBE,GLOBE ENTERPRISES (INDIA) LIMITED,-2.63,-2.11,-18.47,-24.36,-2.53,-2.28,-2.39,-42.54,1.81,2.42,Fail (Down),-6.25,1.09,-42.54,0.07,48.13
GLOBECIVIL,Globe Civil Projects Limited,-0.1,-0.12,-44.54,-11.77,-0.64,-0.65,-0.47,-57.53,44.21,47.85,Fail (Down),-40.22,1.42,-44.54,0.24,43.25
GLOBUSSPR,Globus Spirits Limited,-0.16,-0.15,-19.01,-5.28,-0.34,-0.34,-0.28,-32.75,839.75,932.59,Fail (Down),-9.2,1.04,-29.63,10.38,47.53
GLOSTERLTD,Gloster Limited,-0.38,-0.24,-7.21,-2.2,-0.3,-0.23,-0.28,-24.95,583.1,613.03,Fail (Down),0.46,0.63,-20.06,0.26,48.9
GLOTTIS,Glottis Limited,-0.56,-0.23,-29.46,2.18,-0.17,-0.01,-0.19,-54.44,59.04,58.93,Pass (Up),-20.43,1.1,-29.47,0.32,45.16
GMBREW,GM Breweries Limited,-0.07,-0.07,32.79,0.27,-0.02,-0.02,-0.04,-31.01,910.9,965.15,Fail (Down),45.55,1.14,-27.24,5.17,52.45
GMDCLTD,Gujarat Mineral Development Corporation Limited,-0.05,-0.01,13.96,3.05,0.13,0.15,0.08,-25.84,575.35,592.22,Fail (Down),32.36,1.2,-22.95,67.73,51.13
GMMPFAUDLR,GMM Pfaudler Limited,2.79,5.31,14.18,48.57,3.82,5.08,4.32,-43.07,1307.9,932.83,Pass (Up),24.4,0.85,-0.86,27.68,52.21
GMRAIRPORT,GMR AIRPORTS LIMITED,-0.32,-0.24,12.3,-1.66,-0.24,-0.2,-0.24,-21.78,97.98,100.39,Fail (Down),24.7,1.39,-14.79,171.17,51.6
GMRP&UI,GMR Power and Urban Infra Limited,-1.03,-1.15,-17.53,-11.93,-1.11,-1.17,-1.12,-32.11,94.07,104.86,Fail (Down),-4.22,1.42,-28.84,11.09,47.92
GNA,GNA Axles Limited,2.34,2.7,79.8,55.06,3.92,4.11,3.52,-23.71,551.1,417.88,Pass (Up),79.72,1.68,-6.91,32.65,56.28
GNFC,Gujarat Narmada Valley Fertilizers and Chemicals Limited,1.35,1.49,15.08,18.87,1.62,1.69,1.57,-29.45,562.4,478.12,Pass (Up),25.57,1.13,-4.36,30.34,52.3
GOACARBON,Goa Carbon Limited,0.69,0.89,-9.45,10.43,0.87,0.97,0.88,-41.98,413.4,377.7,Pass (Up),5.55,1.24,-12.91,2.01,48.73
GOCLCORP,GOCL Corporation Limited,1.54,1.98,23.94,42.65,2.9,3.12,2.59,-39.58,441.55,331.69,Pass (Up),41.2,1.57,-0.84,9.7,52.65
GOCOLORS,Go Fashion (India) Limited,-0.42,-0.42,-55.73,-11.94,-0.81,-0.81,-0.68,-67.75,324.75,353.25,Fail (Down),-63.28,1.31,-56.07,19.95,40.63
GODAVARIB,Godavari Biorefineries Limited,-1.13,-1.51,-17.98,-16.87,-1.41,-1.6,-1.44,-30.23,233.65,278.16,Fail (Down),-4.82,0.92,-30.23,6.89,48.23
GODFRYPHLP,Godfrey Phillips India Limited,-0.93,-0.94,-43.33,-16.46,-1.29,-1.3,-1.17,-49.11,1927.0,2205.14,Fail (Down),-39.25,1.36,-46.04,73.08,43.59
GODIGIT,Go Digit General Insurance Limited,-1.51,-1.52,-28.44,-20.56,-1.78,-1.79,-1.69,-32.81,256.2,310.87,Fail (Down),-28.89,0.35,-29.92,19.17,44.21
GODREJAGRO,Godrej Agrovet Limited,1.58,2.09,-6.35,16.87,1.63,1.89,1.79,-30.38,675.85,571.98,Pass (Up),1.94,0.75,-6.5,26.62,48.89
GODREJCP,Godrej Consumer Products Limited,-1.47,-1.28,-30.38,-18.52,-1.66,-1.56,-1.53,-30.63,865.0,1072.22,Fail (Down),-28.41,0.84,-30.38,144.64,43.93
GODREJIND,Godrej Industries Limited,0.7,1.0,-6.71,14.4,1.07,1.22,1.05,-39.77,1126.8,1068.81,Pass (Up),7.99,1.23,-20.52,24.37,49.06
GODREJPROP,Godrej Properties Limited,0.11,0.11,-11.87,-1.19,-0.0,-0.0,0.03,-36.59,1748.0,1852.33,Fail (Down),4.62,1.87,-24.3,144.2,48.53
GOKEX,Gokaldas Exports Limited,0.96,1.21,0.72,13.56,1.16,1.28,1.17,-42.91,785.5,735.69,Pass (Up),26.07,1.94,-17.26,37.31,50.06
GOKUL,Gokul Refoils and Solvent Limited,0.39,0.46,4.71,3.4,0.36,0.4,0.4,-29.34,42.03,39.82,Pass (Up),19.49,1.13,-6.56,0.78,50.57
GOKULAGRO,Gokul Agro Resources Limited,0.9,1.45,26.07,19.37,1.42,1.69,1.43,-29.58,226.76,203.68,Pass (Up),38.03,0.9,-10.32,12.56,52.65
GOLDENTOBC,Golden Tobacco Limited,-0.29,-0.29,-27.89,-8.93,-0.59,-0.59,-0.49,-40.53,25.49,27.55,Fail (Down),-23.5,0.42,-29.19,0.01,46.47
GOLDIAM,Goldiam International Limited,0.45,0.62,8.56,13.82,0.92,1.0,0.82,-34.19,325.0,297.99,Pass (Up),36.87,2.45,-15.38,42.39,50.79
GOLDTECH,AION-TECH SOLUTIONS LIMITED,0.51,0.71,-32.47,3.93,0.45,0.55,0.54,-54.46,45.0,46.71,Fail (Down),-15.51,1.66,-33.77,0.44,46.34
GOODLUCK,Goodluck India Limited,1.63,1.75,47.66,34.44,2.54,2.6,2.28,-29.44,516.85,419.02,Pass (Up),58.42,1.44,-4.84,40.2,53.91
GOPAL,Gopal Snacks Limited,-1.04,-1.28,-31.39,-11.61,-1.1,-1.22,-1.16,-34.92,257.35,289.26,Fail (Down),-27.47,1.03,-33.22,3.81,44.34
GOYALALUM,Goyal Aluminiums Limited,-1.49,-1.41,-20.5,-9.8,-1.24,-1.19,-1.29,-47.39,6.01,6.86,Fail (Down),-9.46,0.92,-41.88,0.04,47.32
GPIL,Godawari Power And Ispat limited,-0.46,-0.53,1.8,-3.61,-0.41,-0.45,-0.45,-25.13,244.45,261.21,Fail (Down),13.89,0.94,-19.75,39.02,50.19
GPPL,Gujarat Pipavav Port Limited,0.66,0.74,12.91,4.6,0.56,0.6,0.62,-26.46,161.32,158.85,Pass (Up),22.68,1.08,-14.14,26.44,51.67
GPTHEALTH,GPT Healthcare Limited,1.29,1.51,5.17,16.63,1.48,1.58,1.49,-24.59,159.38,140.34,Pass (Up),11.49,0.51,-6.52,2.58,50.9
GPTINFRA,GPT Infraprojects Limited,0.17,0.2,-2.37,1.79,0.18,0.19,0.18,-24.15,112.21,112.99,Fail (Down),10.42,1.09,-17.22,3.91,49.71
GRANULES,Granules India Limited,3.03,3.83,73.2,46.96,3.86,4.26,3.85,-13.19,909.3,699.59,Pass (Up),65.07,0.83,0.0,96.24,58.57
GRAPHITE,Graphite India Limited,1.76,2.72,59.89,38.15,2.79,3.27,2.77,-25.19,825.8,653.9,Pass (Up),63.61,1.18,-2.23,149.08,55.08
GRASIM,Grasim Industries Limited,1.18,1.31,17.62,15.68,1.37,1.44,1.35,-14.45,3281.9,2942.6,Pass (Up),25.2,1.1,-2.92,258.46,53.48
GRAVITA,Gravita India Limited,0.4,0.4,0.54,3.88,0.39,0.39,0.4,-30.94,1668.2,1672.06,Fail (Down),14.83,1.32,-11.05,43.38,50.07
GREAVESCOT,Greaves Cotton Limited,0.73,0.76,-9.81,13.58,1.04,1.06,0.95,-48.18,192.25,181.2,Pass (Up),8.22,1.58,-26.47,53.11,48.83
GREENLAM,Greenlam Industries Limited,-0.08,-0.08,-5.63,-3.16,-0.2,-0.2,-0.16,-25.09,234.63,241.12,Fail (Down),7.15,1.07,-14.27,3.48,49.32
GREENPANEL,Greenpanel Industries Limited,-1.95,-1.82,-52.2,-27.06,-2.33,-2.26,-2.16,-52.2,153.6,202.72,Fail (Down),-62.01,1.18,-52.2,4.18,41.3
GREENPLY,Greenply Industries Limited,0.71,0.82,-9.25,14.64,1.09,1.14,1.0,-44.77,290.25,259.22,Pass (Up),4.59,1.28,-11.8,5.96,48.74
GREENPOWER,Orient Green Power Company Limited,-1.55,-1.56,-33.02,-16.31,-1.59,-1.6,-1.58,-43.93,9.31,10.58,Fail (Down),-26.01,1.37,-35.08,2.76,44.86
GRINDWELL,Grindwell Norton Limited,0.5,0.59,16.14,11.57,0.83,0.87,0.75,-20.84,1885.8,1755.77,Pass (Up),25.45,0.68,-20.84,14.73,51.97
GRINFRA,G R Infraprojects Limited,-0.55,-0.6,-33.68,-9.64,-0.76,-0.78,-0.71,-39.71,855.8,926.29,Fail (Down),-34.82,0.71,-35.17,2.78,42.63
GRMOVER,GRM Overseas Limited,-1.18,-1.05,-30.18,-29.05,-2.04,-1.98,-1.71,-50.65,84.45,137.04,Fail (Down),-24.03,0.53,-50.65,10.54,46.6
GROBTEA,The Grob Tea Company Limited,0.5,0.54,-5.6,2.8,0.39,0.41,0.44,-33.02,945.85,932.2,Pass (Up),3.43,0.37,-21.27,0.02,49.26
GROWW,Billionbrains Garage Ventures Limited,0.87,0.95,52.47,21.1,1.49,1.53,1.31,-24.29,200.24,181.8,Pass (Up),78.62,1.28,-9.62,711.95,54.34
GRPLTD,GRP Limited,1.02,1.22,-8.2,9.57,0.99,1.09,1.06,-32.95,1925.1,1840.99,Pass (Up),1.5,0.33,-16.16,0.46,49.01
GRSE,Garden Reach Shipbuilders & Engineers Limited,-0.41,-0.5,3.75,-1.3,-0.27,-0.31,-0.35,-32.28,2427.5,2558.47,Fail (Down),22.26,1.59,-21.54,148.07,50.36
GRWRHITECH,Garware Hi-Tech Films Limited,1.85,2.15,106.44,56.13,3.73,3.88,3.2,-35.13,6921.5,5004.51,Pass (Up),97.1,1.66,-6.59,45.48,57.1
GSFC,Gujarat State Fertilizers & Chemicals Limited,-0.38,-0.4,-21.23,-3.36,-0.36,-0.37,-0.37,-34.03,155.95,161.97,Fail (Down),-13.91,1.18,-23.73,11.77,45.54
GSLSU,Global Surfaces Limited,-2.9,-2.67,-73.06,-57.86,-4.34,-4.23,-3.79,-81.87,28.25,64.1,Fail (Down),-109.95,1.15,-78.83,0.57,42.08
GSS,GSS Infotech Limited,-1.32,-1.46,-62.54,-27.77,-2.05,-2.12,-1.85,-68.51,10.19,13.95,Fail (Down),-81.97,1.1,-63.2,0.05,38.66
GTECJAINX,G-TEC JAINX EDUCATION LIMITED,0.2,0.34,7.5,11.15,0.66,0.73,0.55,-40.6,26.65,23.71,Pass (Up),35.27,0.42,-30.51,0.03,50.47
GTL,GTL Limited,-0.51,-0.49,-21.39,-5.25,-0.52,-0.51,-0.51,-52.35,7.24,7.46,Fail (Down),-4.66,1.55,-31.95,0.19,46.96
GTLINFRA,GTL Infrastructure Limited,-1.74,-1.46,-22.15,-10.48,-1.39,-1.25,-1.42,-39.75,1.16,1.23,Fail (Down),-7.8,1.28,-27.95,5.01,47.07
GTPL,GTPL Hathway Limited,-0.62,-0.6,-47.13,-16.12,-1.12,-1.11,-0.95,-54.65,59.81,70.45,Fail (Down),-53.62,0.69,-48.4,0.45,40.37
GUFICBIO,Gufic Biosciences Limited,1.74,2.07,16.91,26.53,2.19,2.36,2.15,-26.4,425.1,340.38,Pass (Up),25.79,0.68,-4.45,10.15,52.15
GUJALKALI,Gujarat Alkalies and Chemicals Limited,1.49,2.08,19.0,33.9,2.44,2.73,2.32,-30.9,705.0,595.84,Pass (Up),27.68,0.36,-12.05,7.52,52.24
GUJAPOLLO,Gujarat Apollo Industries Limited,-0.57,-0.67,-26.74,-11.96,-0.88,-0.94,-0.81,-33.59,348.1,391.85,Fail (Down),-20.51,0.72,-31.13,0.35,46.49
GUJENERGY,GUJARAT ENERGY LIMITED,-3.28,-2.95,-42.83,-35.73,-3.43,-3.26,-3.27,-44.07,241.59,343.8,Fail (Down),-48.24,0.63,-43.47,38.46,42.89
GUJRAFFIA,Gujarat Raffia Industries Limited,0.13,0.17,7.33,-1.13,0.01,0.03,0.06,-58.87,41.72,42.81,Fail (Down),27.09,0.61,-51.59,0.02,50.48
GUJTHEM,Gujarat Themis Biosyn Limited,1.18,1.48,11.59,23.1,1.75,1.89,1.66,-51.71,422.65,361.45,Pass (Up),34.01,1.69,-10.06,12.72,51.07
GULFOILLUB,Gulf Oil Lubricants India Limited,0.78,1.03,-13.58,3.58,0.57,0.7,0.72,-31.01,1060.7,1023.4,Pass (Up),-3.92,1.15,-13.58,9.28,47.58
GULFPETRO,GP Petroleums Limited,3.13,4.08,55.16,77.34,5.43,5.91,4.98,-43.52,64.08,38.91,Pass (Up),59.43,1.1,-9.13,1.1,56.22
GULPOLY,Gulshan Polyols Limited,-0.2,-0.19,8.68,4.37,0.12,0.13,0.02,-22.7,174.84,168.66,Pass (Up),23.48,1.03,-18.02,10.87,50.88
GVKPIL,GVK Power & Infrastructure Limited,-2.89,-2.87,-38.19,-22.69,-2.58,-2.57,-2.68,-48.62,2.25,2.82,Fail (Down),-44.78,0.28,-43.61,0.17,43.27
GVPIL,GE Power India Limited,-0.35,-0.11,85.24,30.18,1.34,1.45,0.85,-40.44,652.65,575.79,Pass (Up),86.83,1.12,-37.56,22.18,54.06
GVPTECH,GVP Infotech Limited,0.95,1.58,-22.34,12.38,1.09,1.41,1.25,-46.28,7.82,7.37,Pass (Up),-10.69,0.44,-23.48,0.08,46.9
GVT&D,GE Vernova T&D India Limited,0.65,0.68,66.2,20.74,1.36,1.38,1.14,-26.81,4548.1,3982.09,Pass (Up),67.57,0.97,-17.6,476.15,54.38
HAL,Hindustan Aeronautics Limited,1.67,2.35,8.18,17.62,1.71,2.06,1.93,-28.48,4905.0,4368.03,Pass (Up),17.01,0.95,-3.8,417.25,51.4
HALEOSLABS,HALEOS LABS LIMITED,0.58,0.64,22.04,10.96,0.84,0.87,0.77,-21.66,1462.5,1396.19,Pass (Up),32.3,0.58,-13.47,0.18,52.02
HAPPSTMNDS,Happiest Minds Technologies Limited,-0.53,-0.6,-40.72,-15.99,-1.06,-1.1,-0.91,-41.93,332.35,392.48,Fail (Down),-38.05,1.24,-41.93,77.62,43.04
HAPPYFORGE,Happy Forgings Limited,3.89,5.01,139.45,76.89,5.79,6.35,5.53,-14.2,2169.0,1418.91,Pass (Up),101.35,0.98,-10.39,21.71,61.09
HARDWYN,Hardwyn India Limited,-1.65,-1.19,-3.65,-31.83,-2.42,-2.19,-2.01,-54.19,9.16,13.77,Fail (Down),14.33,0.6,-53.01,6.92,49.74
HARIOMPIPE,Hariom Pipe Industries Limited,-0.62,-0.54,-23.08,-3.65,-0.49,-0.45,-0.51,-50.84,359.2,366.18,Fail (Down),-6.7,1.31,-34.64,9.92,47.4
HARRMALAYA,Harrisons  Malayalam Limited,-0.13,-0.1,-11.83,-1.91,-0.16,-0.15,-0.14,-25.55,185.81,190.96,Fail (Down),-2.62,0.64,-19.53,0.37,48.41
HARSHA,Harsha Engineers International Limited,1.04,1.09,8.19,14.47,1.24,1.27,1.19,-25.87,445.0,393.0,Pass (Up),18.02,0.91,-4.67,7.71,51.21
HATHWAY,Hathway Cable & Datacom Limited,-0.65,-0.67,-31.16,-9.03,-0.78,-0.79,-0.74,-41.18,10.23,11.08,Fail (Down),-25.32,1.32,-32.16,2.67,44.03
